member,item
1248,"beef,frankfurter,citrus fruit,root vegetables,tropical fruit,margarine,chicken,dessert,curd,whole milk,skin care,frozen vegetables,pip fruit,margarine,butter,packaged fruit/vegetables"
1249,"citrus fruit,soda,coffee,frozen meals,bottled beer"
1250,"other vegetables,chewing gum"
1251,"canned beer,dessert,fruit/vegetable juice"
1252,"chicken,pork,turkey,grapes,pastry,pot plants,whole milk,other vegetables,soda,dishes"
1253,"sausage,processed cheese,pastry,baking powder,specialty cheese,liqueur"
1254,"white wine,ham,specialty bar,napkins,specialty chocolate"
1255,"soda,red/blush wine"
1256,"sausage,UHT-milk,sugar,berries,herbs,coffee,butter,other vegetables,domestic eggs,oil,tea,coffee"
1257,"rolls/buns,frozen dessert,yogurt,cream cheese "
1258,"rolls/buns,yogurt,fruit/vegetable juice,coffee,frozen vegetables,whipped/sour cream"
1259,"pork,sausage,ice cream,hamburger meat,fruit/vegetable juice,whole milk,grapes,root vegetables,sliced cheese,whole milk,coffee,berries,shopping bags,napkins"
1260,"sausage,pip fruit,curd,shopping bags"
1261,"rolls/buns,whole milk,hard cheese,rolls/buns,domestic eggs,flour,canned vegetables,flower (seeds)"
1262,"organic sausage,whole milk,frozen meals,onions,pickled vegetables,sugar"
1263,"citrus fruit,frozen meals,other vegetables,bottled beer"
1264,"specialty bar,bottled water,sugar,tropical fruit,sausage,yogurt,tropical fruit,other vegetables,tropical fruit,pastry,curd,semi-finished bread,tropical fruit,soda,white bread,mayonnaise,butter"
1265,"cream cheese ,shopping bags,pork,pork,hamburger meat,pip fruit,citrus fruit,chicken,UHT-milk,other vegetables,other vegetables,tropical fruit,yogurt,brown bread,other vegetables,curd,specialty chocolate,pastry,canned fish,whole milk,domestic eggs,root vegetables,red/blush wine,waffles,soda"
1266,"other vegetables,sliced cheese"
1267,"butter,whole milk"
1268,"oil,other vegetables,white wine,whole milk,canned fish,margarine,sauces,misc. beverages,brown bread"
1269,"other vegetables,other vegetables,tropical fruit,red/blush wine,rolls/buns,liquor,whole milk,whole milk,root vegetables,frozen meals,seasonal products,butter milk,canned fruit,softener"
1270,"citrus fruit,pork,cake bar,cereals,napkins,flower soil/fertilizer"
1272,"specialty bar,cleaner"
1273,"artif. sweetener,pork,whole milk,pastry"
1274,"coffee,dessert,tidbits,other vegetables,rolls/buns,cream cheese ,specialty cheese"
1275,"curd,white bread,other vegetables,sausage,root vegetables,salt,citrus fruit,ice cream,frozen potato products,hygiene articles,specialty chocolate,whole milk,onions,butter,citrus fruit,pastry,butter,domestic eggs,rolls/buns,shopping bags,dessert,mustard,butter milk,dental care"
1276,"sausage,whole milk,condensed milk,hard cheese,whole milk,rolls/buns,cream cheese ,hard cheese,yogurt,bottled beer,dessert,semi-finished bread,house keeping products"
1277,"sausage,frankfurter,photo/film,whole milk,whipped/sour cream,butter,yogurt,rolls/buns,shopping bags,whole milk,white bread,other vegetables,brown bread,pot plants,dessert"
1278,"meat,other vegetables,cookware,canned beer,canned beer,citrus fruit,root vegetables,root vegetables,frozen vegetables,butter,ice cream,bottled water,hamburger meat,newspapers,photo/film"
1279,"tropical fruit,root vegetables,beverages,yogurt,sausage,chicken,oil,sausage,ham,whole milk,rolls/buns,citrus fruit,soda,butter,pastry,whole milk,sliced cheese"
1280,"UHT-milk,finished products,butter milk,spices,fish,rolls/buns,spices,ice cream"
1281,"tropical fruit,finished products,rolls/buns,rolls/buns,coffee,oil,frozen vegetables,hamburger meat,newspapers"
1282,"misc. beverages,soda,other vegetables,other vegetables,white bread,yogurt,bottled water,snack products,shopping bags,shopping bags"
1283,"root vegetables,UHT-milk,napkins,whole milk,bottled water,newspapers,butter,pork,chicken,frozen vegetables,whipped/sour cream,onions,specialty bar,bottled water,bottled water,bottled water,cream cheese "
1284,"salty snack,margarine,soups,rolls/buns"
1285,"yogurt,butter,citrus fruit,tropical fruit,hygiene articles,rolls/buns,ice cream,chocolate marshmallow,pastry,butter,napkins,shopping bags,bottled water,soda"
1286,"whole milk,herbs,meat,bottled beer,long life bakery product,root vegetables,pork,soda,dessert,coffee,hygiene articles,root vegetables,chewing gum,domestic eggs,yogurt,pickled vegetables"
1287,"whole milk,frankfurter,citrus fruit,pip fruit,butter,chicken,canned fruit,soft cheese,grapes,pip fruit,ice cream,margarine,whipped/sour cream,other vegetables,whipped/sour cream,flower (seeds),frozen meals"
1288,"citrus fruit,whole milk,whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,rolls/buns"
1289,"other vegetables,rolls/buns,herbs,root vegetables,salty snack,brown bread,napkins,yogurt,spread cheese,canned beer,prosecco"
1290,"sausage,other vegetables,frankfurter,whole milk,sausage,whipped/sour cream,misc. beverages,margarine,yogurt,frozen meals,rice,cat food,margarine"
1291,"domestic eggs,whole milk,tropical fruit,citrus fruit,onions,fruit/vegetable juice,rolls/buns,domestic eggs,rolls/buns,sugar,mustard,rolls/buns"
1292,"oil,beverages,whole milk,pork"
1293,"whole milk,dessert,whole milk,tropical fruit,light bulbs,pip fruit,specialty cheese,hard cheese,canned beer,specialty fat,shopping bags"
1294,"waffles,hygiene articles,root vegetables,whipped/sour cream,butter milk,semi-finished bread,soda,soft cheese,other vegetables,white wine,domestic eggs,dishes"
1295,"frankfurter,sausage,chicken,other vegetables,processed cheese,bottled water,dessert,soda"
1296,"pip fruit,tropical fruit,other vegetables,meat,pickled vegetables,rice,root vegetables,root vegetables,hard cheese,yogurt,jam,UHT-milk,bottled beer,beverages,soft cheese,long life bakery product,flower (seeds)"
1297,"chicken,sausage,yogurt,herbs,cream cheese ,house keeping products,red/blush wine,domestic eggs,napkins"
1298,"bottled beer,chicken,pastry,Instant food products,soda,rolls/buns,dishes"
1299,"bottled beer,whole milk,rolls/buns,canned beer,salty snack,other vegetables,yogurt,white bread"
1300,"chicken,yogurt"
1301,"pot plants,sausage,pip fruit,soda,frozen vegetables,whipped/sour cream,roll products "
1302,"fruit/vegetable juice,citrus fruit,shopping bags,root vegetables,root vegetables,butter,hard cheese,bottled water,rolls/buns,yogurt"
1303,"pasta,whole milk,canned beer,rolls/buns,pip fruit,tropical fruit,margarine,pastry,whole milk,canned fish,detergent,pastry,yogurt,bottled beer"
1304,"rolls/buns,frankfurter,hamburger meat,whipped/sour cream,whole milk,other vegetables,dishes"
1305,"citrus fruit,sausage,tropical fruit,pork,spread cheese,other vegetables,white wine,whole milk,yogurt,root vegetables,flower (seeds),candy"
1306,"whole milk,yogurt,whole milk,pork,rolls/buns,frozen vegetables,chocolate marshmallow,yogurt,rolls/buns"
1307,"meat,sausage,hamburger meat,other vegetables,whole milk,baking powder,pastry,brown bread,rolls/buns,sugar,pastry,canned beer"
1308,"pork,brown bread,root vegetables,whole milk,white wine,napkins,waffles,pastry"
1309,"tropical fruit,dessert,sausage,pastry,curd,cocoa drinks,butter,whipped/sour cream,pickled vegetables,whipped/sour cream,margarine"
1310,"newspapers,hard cheese,salty snack,salty snack"
1311,"candy,rolls/buns,other vegetables,berries,red/blush wine,rolls/buns,mustard,canned beer"
1312,"long life bakery product,frankfurter,pip fruit,tropical fruit,long life bakery product,hamburger meat,other vegetables,oil,skin care,rolls/buns,waffles,butter,canned vegetables,soft cheese"
1313,"other vegetables,whipped/sour cream"
1314,"canned beer,ice cream"
1315,"ham,packaged fruit/vegetables,tropical fruit,chocolate,rolls/buns,hygiene articles"
1316,"curd,bottled beer,frozen vegetables,curd,rolls/buns,whipped/sour cream"
1317,"citrus fruit,specialty cheese,sausage,other vegetables,onions,rolls/buns"
1318,"pastry,specialty bar,mustard,flour,yogurt"
1319,"pork,misc. beverages,pip fruit,frozen meals,rice,grapes,pastry,canned beer,soda"
1320,"finished products,soft cheese,mayonnaise,root vegetables,pip fruit,root vegetables,bottled beer,processed cheese,coffee,canned fruit"
1321,"bottled beer,citrus fruit,soda,citrus fruit,soda"
1322,"pork,chicken,waffles,meat,citrus fruit,rolls/buns,specialty bar,chewing gum,curd,bottled beer,waffles,hygiene articles,female sanitary products,baking powder,shopping bags"
1323,"syrup,soups,whole milk,whole milk,whole milk,beef,bottled beer,whole milk"
1324,"yogurt,specialty bar,specialty chocolate,misc. beverages,citrus fruit,frankfurter,bottled water,processed cheese,condensed milk,whole milk,salt,white wine,curd,rolls/buns"
1325,"bottled water,rolls/buns,napkins,long life bakery product,root vegetables,soda,soda,mustard,chocolate"
1326,"packaged fruit/vegetables,cereals,ice cream,chewing gum,beef,ham,frozen vegetables,yogurt,condensed milk,canned beer,soda"
1327,"rolls/buns,sausage,bottled beer,chicken,other vegetables,pip fruit,grapes,roll products ,curd,bottled beer,instant coffee,whole milk,whole milk,sugar,rolls/buns,canned vegetables,pastry,shopping bags"
1328,"sausage,ham,tropical fruit,other vegetables,shopping bags,whole milk,pastry,bottled beer,butter,cream cheese "
1329,"sausage,ham,hamburger meat,sausage,dessert,canned beer,frozen vegetables,detergent,whipped/sour cream,whipped/sour cream,newspapers,whipped/sour cream,yogurt,dishes,misc. beverages,domestic eggs"
1330,"newspapers,soda,chicken,whole milk,processed cheese,soda,berries,processed cheese,roll products ,soda,curd"
1331,"condensed milk,sausage,other vegetables,tropical fruit,domestic eggs,whipped/sour cream,root vegetables,fruit/vegetable juice,misc. beverages"
1332,"pastry,processed cheese,root vegetables,citrus fruit,condensed milk,root vegetables,whole milk,rolls/buns,bottled water,Instant food products,other vegetables,hard cheese,canned fish,butter milk,mayonnaise"
1333,"ham,frozen meals,sausage,sausage,whole milk,citrus fruit,curd,UHT-milk,curd,canned beer,brown bread,other vegetables,other vegetables,fruit/vegetable juice,butter,bottled water,frozen vegetables,chocolate"
1334,"chicken,Instant food products,onions,bottled beer,butter"
1335,"frankfurter,onions,whipped/sour cream,grapes,waffles,coffee,waffles,yogurt,spread cheese,dishes,domestic eggs,oil"
1336,"pet care,citrus fruit,rolls/buns,flour,coffee,frozen meals,domestic eggs,napkins,napkins"
1337,"other vegetables,bottled water,cling film/bags,napkins"
1338,"UHT-milk,meat,whole milk,curd,canned beer"
1339,"bottled water,sausage,tropical fruit,whole milk,grapes,other vegetables,whole milk,whole milk,other vegetables,frozen vegetables,frozen vegetables,margarine,vinegar"
1340,"citrus fruit,whole milk,whipped/sour cream,root vegetables,whole milk,mustard,rolls/buns,whole milk,brown bread,whole milk,pot plants,flour,rolls/buns,pastry"
1341,"other vegetables,frankfurter,honey,bottled water,fruit/vegetable juice,berries,yogurt,root vegetables,spices,bottled beer,chocolate,pastry"
1342,"tropical fruit,ham,other vegetables,dessert,frozen vegetables,pastry,rolls/buns,margarine,napkins,bottled water,rice,soda,white bread"
1343,"other vegetables,red/blush wine,chicken,shopping bags,specialty chocolate,dog food,other vegetables,whole milk,fruit/vegetable juice,white bread"
1344,"bottled water,sliced cheese,bottled water,soda,oil,syrup"
1345,"whole milk,frankfurter,grapes,soda,citrus fruit,salt,napkins,rolls/buns,soda,shopping bags"
1346,"other vegetables,pip fruit,white wine,tropical fruit,domestic eggs,rolls/buns,sweet spreads"
1347,"beef,frankfurter,whole milk,beef,soda,rolls/buns,berries,pip fruit,pastry,other vegetables,bottled water,ketchup,pastry,semi-finished bread"
1348,"soda,root vegetables,chewing gum,beef,chocolate,bottled beer"
1349,"canned beer,bottled water,frankfurter,whole milk,curd,shopping bags,domestic eggs,hard cheese,domestic eggs,cat food,butter"
1350,"whole milk,herbs,bottled water,soda,whole milk,frozen vegetables"
1351,"meat,tropical fruit,other vegetables,detergent,rolls/buns,coffee"
1352,"tropical fruit,bottled water"
1353,"pork,meat,beef,beef,cooking chocolate,rolls/buns,other vegetables,butter milk,bottled water,tropical fruit,salty snack,flour,chewing gum,baking powder,root vegetables,specialty bar,whipped/sour cream,instant coffee,newspapers,rolls/buns,bottled water"
1354,"whole milk,canned beer,ice cream,bottled beer,red/blush wine,frozen vegetables,newspapers,pastry,hard cheese,cream cheese ,soda,bottled beer,domestic eggs"
1355,"frankfurter,yogurt,rolls/buns,pastry,tropical fruit,curd,processed cheese,bottled water,soda,sugar,yogurt,soda,ice cream"
1356,"hard cheese,soft cheese,onions,napkins,soda,semi-finished bread,berries,butter milk,cat food,shopping bags"
1357,"root vegetables,soda,ham,canned beer,brown bread,brown bread"
1358,"whole milk,domestic eggs,whipped/sour cream,whole milk,vinegar,yogurt,whipped/sour cream,whipped/sour cream,chocolate,whipped/sour cream,newspapers,Instant food products"
1359,"tropical fruit,frozen fish,soda,newspapers"
1360,"pork,root vegetables,turkey,ham,grapes,frankfurter,curd,tropical fruit,white bread,whole milk,citrus fruit,dishes,ketchup,processed cheese,pastry,soda"
1361,"other vegetables,whole milk,sausage,beef,onions,rolls/buns,whole milk,whole milk,liquor,rolls/buns,salt,mustard,soda,salty snack,hard cheese,pastry,rolls/buns"
1362,"curd,tropical fruit,whole milk,mustard,bottled water"
1363,"dish cleaner,whole milk,whole milk,bottled beer,pastry,whole milk,whole milk,margarine,butter,hard cheese,whole milk,chocolate,canned vegetables"
1364,"root vegetables,soda,other vegetables,citrus fruit,ice cream,whipped/sour cream,bottled water,frozen dessert"
1365,"other vegetables,bottled beer,sausage,rolls/buns,other vegetables,other vegetables,frozen vegetables,frozen fruits,whole milk,butter milk,frozen vegetables,specialty bar"
1366,"whole milk,tropical fruit,sausage,whole milk,beef,other vegetables,curd,frankfurter,rolls/buns,coffee,other vegetables,canned beer,waffles,whipped/sour cream,pastry,beef,whole milk,bottled water,candles,soda,cake bar,whole milk,sweet spreads,brown bread,flour"
1367,"other vegetables,whole milk,beef,bottled beer,yogurt"
1368,"beef,soft cheese"
1369,"spread cheese,other vegetables,whole milk,canned fish,sugar,white bread,waffles,flour"
1370,"white bread,whole milk,tropical fruit,fruit/vegetable juice,white bread,whole milk,newspapers,chocolate,yogurt,rolls/buns,pastry,canned beer,whole milk"
1371,"frankfurter,frozen vegetables,root vegetables,beef,whipped/sour cream,misc. beverages"
1372,"frozen fish,soda,whole milk,hamburger meat,tropical fruit,white bread,butter,cream cheese ,coffee,fruit/vegetable juice"
1373,"brown bread,curd,sausage,yogurt,grapes,butter milk,tea,canned beer,soups,frozen vegetables,curd,whole milk,cake bar,soda"
1374,"whole milk,chewing gum,salty snack,candy,sugar,pip fruit,rolls/buns,whole milk,chewing gum,bottled water,cream cheese "
1375,"other vegetables,newspapers"
1376,"sausage,pip fruit,dessert,soda,chocolate marshmallow,pot plants,cream cheese "
1377,"curd cheese,meat,other vegetables,whole milk,yogurt,herbs,bottled water,fruit/vegetable juice,mayonnaise,tea,zwieback"
1378,"frankfurter,hamburger meat,UHT-milk,soft cheese"
1379,"pork,other vegetables,popcorn,other vegetables,chicken,pastry,whole milk,bottled water,photo/film,meat,whole milk,domestic eggs,dishes,herbs,canned beer,pip fruit,onions,cream cheese ,root vegetables,rolls/buns,fruit/vegetable juice,oil,margarine,butter milk,chocolate,candles,white bread,female sanitary products"
1380,"pip fruit,rolls/buns,candy,whole milk,rolls/buns,yogurt,long life bakery product,cake bar,soda,canned vegetables,cat food"
1381,"other vegetables,beverages,bottled beer,coffee,curd,soda,UHT-milk,domestic eggs,chocolate,rolls/buns,soda,salty snack,other vegetables,pastry,pastry"
1382,"coffee,curd,citrus fruit,packaged fruit/vegetables,pip fruit,rolls/buns"
1383,"pip fruit,onions,other vegetables,tropical fruit,whipped/sour cream,rolls/buns"
1384,"pip fruit,other vegetables,soda,canned beer,bottled water,specialty chocolate,domestic eggs,other vegetables,domestic eggs,cling film/bags,bottled beer,soda,waffles,misc. beverages,instant coffee"
